0,0,
2,4,
5,9,
7,14,
9,18,
11,22,
13,25,
15,29,
16,32,
18,35,
19,38,
21,40,
22,43,
23,45,
25,48,
26,50,
27,52,
28,54,
29,56,
30,58,
31,59,
31,61,
32,63,
33,64,
34,66,
35,67,
35,68,
36,70,
37,71,
37,72,
38,73,
38,74,
39,76,
39,77,
40,78,
40,79,
41,80,
41,80,
42,81,
42,82,
43,83,
43,84,
44,85,
44,85,
44,86,
45,87,
45,88,
45,88,
46,89,
46,90,
46,90,
47,91,
47,91,
47,92,
48,93,
48,93,
48,94,
49,94,
49,95,
49,95,
49,96,
50,96,
50,97,
50,97,
50,98,
51,98,
51,98,
51,99,
51,99,
51,100,
52,100,
52,100,
52,101,
52,101,
52,102,
53,102,
53,102,
53,103,
53,103,
53,103,
53,104,
54,104,
54,104,
54,104,
54,105,
54,105,
54,105,
54,106,
55,106,
55,106,
55,106,
55,107,
55,107,
55,107,
55,108,
56,108,
56,108,
56,108,
56,108,
56,109,
56,109,
56,109,
56,109,
56,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
1,0,
3,4,
6,9,
8,14,
10,18,
12,22,
14,25,
15,29,
17,32,
19,35,
20,38,
21,40,
23,43,
24,45,
25,48,
26,50,
27,52,
28,54,
29,56,
30,58,
31,59,
32,61,
33,63,
34,64,
34,66,
35,67,
36,68,
36,70,
37,71,
38,72,
38,73,
39,74,
39,76,
40,77,
40,78,
41,79,
41,80,
42,80,
42,81,
43,82,
43,83,
44,84,
44,85,
44,85,
45,86,
45,87,
45,88,
46,88,
46,89,
47,90,
47,90,
47,91,
47,91,
48,92,
48,93,
48,93,
49,94,
49,94,
49,95,
49,95,
50,96,
50,96,
50,97,
50,97,
51,98,
51,98,
51,98,
51,99,
51,99,
52,100,
52,100,
52,100,
52,101,
52,101,
53,102,
53,102,
53,102,
53,103,
53,103,
53,103,
54,104,
54,104,
54,104,
54,104,
54,105,
54,105,
55,105,
55,106,
55,106,
55,106,
55,106,
55,107,
55,107,
56,107,
56,108,
56,108,
56,108,
56,108,
56,108,
56,109,
56,109,
56,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
2,0,
4,4,
7,9,
9,14,
11,18,
13,22,
15,25,
16,29,
18,32,
19,35,
21,38,
22,40,
23,43,
25,45,
26,48,
27,50,
28,52,
29,54,
30,56,
31,58,
32,59,
33,61,
33,63,
34,64,
35,66,
36,67,
36,68,
37,70,
38,71,
38,72,
39,73,
39,74,
40,76,
40,77,
41,78,
41,79,
42,80,
42,80,
43,81,
43,82,
44,83,
44,84,
44,85,
45,85,
45,86,
46,87,
46,88,
46,88,
47,89,
47,90,
47,90,
47,91,
48,91,
48,92,
48,93,
49,93,
49,94,
49,94,
49,95,
50,95,
50,96,
50,96,
50,97,
51,97,
51,98,
51,98,
51,98,
52,99,
52,99,
52,100,
52,100,
52,100,
52,101,
53,101,
53,102,
53,102,
53,102,
53,103,
54,103,
54,103,
54,104,
54,104,
54,104,
54,104,
54,105,
55,105,
55,105,
55,106,
55,106,
55,106,
55,106,
55,107,
56,107,
56,107,
56,108,
56,108,
56,108,
56,108,
56,108,
56,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
58,109,
3,0,
5,4,
7,9,
10,14,
12,18,
14,22,
15,25,
17,29,
19,32,
20,35,
22,38,
23,40,
24,43,
25,45,
27,48,
28,50,
29,52,
30,54,
31,56,
31,58,
32,59,
33,61,
34,63,
35,64,
35,66,
36,67,
37,68,
37,70,
38,71,
39,72,
39,73,
40,74,
40,76,
41,77,
41,78,
42,79,
42,80,
43,80,
43,81,
44,82,
44,83,
44,84,
45,85,
45,85,
46,86,
46,87,
46,88,
47,88,
47,89,
47,90,
48,90,
48,91,
48,91,
48,92,
49,93,
49,93,
49,94,
49,94,
50,95,
50,95,
50,96,
50,96,
51,97,
51,97,
51,98,
51,98,
52,98,
52,99,
52,99,
52,100,
52,100,
53,100,
53,101,
53,101,
53,102,
53,102,
53,102,
54,103,
54,103,
54,103,
54,104,
54,104,
54,104,
55,104,
55,105,
55,105,
55,105,
55,106,
55,106,
55,106,
56,106,
56,107,
56,107,
56,107,
56,108,
56,108,
56,108,
56,108,
57,108,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
58,109,
58,109,
58,109,
4,0,
6,4,
8,9,
11,14,
13,18,
14,22,
16,25,
18,29,
19,32,
21,35,
22,38,
24,40,
25,43,
26,45,
27,48,
28,50,
29,52,
30,54,
31,56,
32,58,
33,59,
34,61,
34,63,
35,64,
36,66,
37,67,
37,68,
38,70,
38,71,
39,72,
40,73,
40,74,
41,76,
41,77,
42,78,
42,79,
43,80,
43,80,
44,81,
44,82,
44,83,
45,84,
45,85,
46,85,
46,86,
46,87,
47,88,
47,88,
47,89,
48,90,
48,90,
48,91,
48,91,
49,92,
49,93,
49,93,
50,94,
50,94,
50,95,
50,95,
51,96,
51,96,
51,97,
51,97,
51,98,
52,98,
52,98,
52,99,
52,99,
52,100,
53,100,
53,100,
53,101,
53,101,
53,102,
54,102,
54,102,
54,103,
54,103,
54,103,
54,104,
55,104,
55,104,
55,104,
55,105,
55,105,
55,105,
55,106,
56,106,
56,106,
56,106,
56,107,
56,107,
56,107,
56,108,
56,108,
57,108,
57,108,
57,108,
57,109,
57,109,
57,109,
57,109,
57,109,
57,109,
58,109,
58,109,
58,109,
58,109,
58,109,
5,0,
7,4,
9,9,
11,14,
13,18,
15,22,
17,25,
19,29,
20,32,
22,35,
23,38,
24,40,
26,43,
27,45,
28,48,
29,50,
30,52,
31,54,
32,56,
33,58,
33,59,
34,61,
35,63,
36,64,
36,66,
37,67,
38,68,
38,70,
39,71,
40,72,
40,73,
41,74,
41,76,
42,77,
42,78,
43,79,
43,80,
44,80,
44,81,
44,82,
45,83,
45,84,
46,85,
46,85,
46,86,
47,87,
47,88,
47,88,
48,89,
48,90,
48,90,
49,91,
49,91,
49,92,
49,93,
50,93,
50,94,
50,94,
50,95,
51,95,
51,96,
51,96,
51,97,
52,97,
52,98,
52,98,
52,98,
52,99,
53,99,
53,100,
53,100,
53,100,
53,101,
53,101,
54,102,
54,102,
54,102,
54,103,
54,103,
54,103,
55,104,
55,104,
55,104,
55,104,
55,105,
55,105,
55,105,
56,106,
56,106,
56,106,
56,106,
56,107,
56,107,
56,107,
57,108,
57,108,
57,108,
57,108,
57,108,
57,109,
57,109,
57,109,
57,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
6,0,
8,4,
10,9,
12,14,
14,18,
16,22,
18,25,
19,29,
21,32,
22,35,
24,38,
25,40,
26,43,
27,45,
28,48,
30,50,
30,52,
31,54,
32,56,
33,58,
34,59,
35,61,
36,63,
36,64,
37,66,
38,67,
38,68,
39,70,
39,71,
40,72,
41,73,
41,74,
42,76,
42,77,
43,78,
43,79,
44,80,
44,80,
44,81,
45,82,
45,83,
46,84,
46,85,
46,85,
47,86,
47,87,
47,88,
48,88,
48,89,
48,90,
49,90,
49,91,
49,91,
49,92,
50,93,
50,93,
50,94,
50,94,
51,95,
51,95,
51,96,
51,96,
52,97,
52,97,
52,98,
52,98,
52,98,
53,99,
53,99,
53,100,
53,100,
53,100,
54,101,
54,101,
54,102,
54,102,
54,102,
54,103,
55,103,
55,103,
55,104,
55,104,
55,104,
55,104,
55,105,
56,105,
56,105,
56,106,
56,106,
56,106,
56,106,
56,107,
56,107,
57,107,
57,108,
57,108,
57,108,
57,108,
57,108,
57,109,
57,109,
57,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
7,0,
9,4,
11,9,
13,14,
15,18,
17,22,
19,25,
20,29,
22,32,
23,35,
24,38,
26,40,
27,43,
28,45,
29,48,
30,50,
31,52,
32,54,
33,56,
34,58,
35,59,
35,61,
36,63,
37,64,
37,66,
38,67,
39,68,
39,70,
40,71,
41,72,
41,73,
42,74,
42,76,
43,77,
43,78,
43,79,
44,80,
44,80,
45,81,
45,82,
46,83,
46,84,
46,85,
47,85,
47,86,
47,87,
48,88,
48,88,
48,89,
49,90,
49,90,
49,91,
49,91,
50,92,
50,93,
50,93,
51,94,
51,94,
51,95,
51,95,
51,96,
52,96,
52,97,
52,97,
52,98,
53,98,
53,98,
53,99,
53,99,
53,100,
53,100,
54,100,
54,101,
54,101,
54,102,
54,102,
54,102,
55,103,
55,103,
55,103,
55,104,
55,104,
55,104,
56,104,
56,105,
56,105,
56,105,
56,106,
56,106,
56,106,
56,106,
57,107,
57,107,
57,107,
57,108,
57,108,
57,108,
57,108,
57,108,
57,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
8,0,
10,4,
12,9,
14,14,
16,18,
18,22,
19,25,
21,29,
23,32,
24,35,
25,38,
26,40,
28,43,
29,45,
30,48,
31,50,
32,52,
33,54,
34,56,
34,58,
35,59,
36,61,
37,63,
37,64,
38,66,
39,67,
39,68,
40,70,
40,71,
41,72,
42,73,
42,74,
43,76,
43,77,
43,78,
44,79,
44,80,
45,80,
45,81,
46,82,
46,83,
46,84,
47,85,
47,85,
47,86,
48,87,
48,88,
48,88,
49,89,
49,90,
49,90,
50,91,
50,91,
50,92,
50,93,
51,93,
51,94,
51,94,
51,95,
52,95,
52,96,
52,96,
52,97,
52,97,
53,98,
53,98,
53,98,
53,99,
53,99,
54,100,
54,100,
54,100,
54,101,
54,101,
54,102,
55,102,
55,102,
55,103,
55,103,
55,103,
55,104,
55,104,
56,104,
56,104,
56,105,
56,105,
56,105,
56,106,
56,106,
57,106,
57,106,
57,107,
57,107,
57,107,
57,108,
57,108,
57,108,
57,108,
58,108,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
58,109,
59,109,
59,109,
9,0,
11,4,
13,9,
15,14,
17,18,
19,22,
20,25,
22,29,
23,32,
25,35,
26,38,
27,40,
28,43,
29,45,
30,48,
31,50,
32,52,
33,54,
34,56,
35,58,
36,59,
36,61,
37,63,
38,64,
39,66,
39,67,
40,68,
40,70,
41,71,
41,72,
42,73,
42,74,
43,76,
43,77,
44,78,
44,79,
45,80,
45,80,
46,81,
46,82,
46,83,
47,84,
47,85,
47,85,
48,86,
48,87,
48,88,
49,88,
49,89,
49,90,
50,90,
50,91,
50,91,
50,92,
51,93,
51,93,
51,94,
51,94,
52,95,
52,95,
52,96,
52,96,
52,97,
53,97,
53,98,
53,98,
53,98,
53,99,
54,99,
54,100,
54,100,
54,100,
54,101,
55,101,
55,102,
55,102,
55,102,
55,103,
55,103,
55,103,
56,104,
56,104,
56,104,
56,104,
56,105,
56,105,
56,105,
57,106,
57,106,
57,106,
57,106,
57,107,
57,107,
57,107,
57,108,
57,108,
